review,label
Good app,Positif
Mantul,Positif
"Gass, mantap!👌🏻",Positif
Gojek the best dalam cari lokasi di banding kompetitor,Positif
Mantapppp dah,Positif
Bikin mudah dalam segala hal,Positif
Sangat memudahkan,Positif
"Sudah top up gopay, saldonya gopaymalah 0",Positif
Good,Positif
Aplikasi yang sangat membantu,Positif
Keren banget!,Positif
"Bersih, rapih, sopan dan juga ramah",Positif
"Hi, the app log me out and now it is not logging back in and is just stuck at “verifying your mobile number”. And now I am being rate-limited. Please advice how to fix. Thanks. I still have gopay balance and I need to use the app but I can’t.",Negatif
Sangat membantu disaat mendesak,Positif
Sangat membantu,Positif
mantap,Positif
i like this apps,Positif
Membantu semua. Ok banget,Positif
mantap jek,Positif
Mantap,Positif
Mantapp👍🏻,Positif
"Masalah Gopaylather Tanda Tangan Dokumen Privy. Kode OTP di Kirim ke nomor Lama, dan Nomor Lama saya sudah hilang. tidak Ada Perubahan data. Hal ini juga sudah saya laporkan di Nomor tiket  #139236470 tapi belum ada penyelesaian sampai sekarang.",Negatif
"Gojek memudahkan saya ketika berpergian , dan juga andalan ketika saya lapar dan mager keluar . Banyak promo juga, lope banget",Positif
Manatppp,Positif
"sejauh ini blm pernah punya keluhan sama aplikasi gojek sih, cm kalo order gofood yg restonya punya banyak menu agak pusing liat tampilannya soalnya gaada menu sort per categories gt kayak aplikasi sebelah jadinya harus scroll scroll kesana kemari",Positif
bagus cuma kurang discount nya. thankyou,Positif
Mantap,Positif
mantap,Positif
mantap,Positif
"Set lokasi pick up sama destination susah, ngebug terus aplikasinya",Negatif
"Laper yaa gojek, males jalan ya gojek, malas antar barang yaa gojek. Sangat terbantu",Positif
Keren banget. Sangat membantu di jaman now,Positif
event gjls,Negatif
An indispensible app that is maintained as deserved.,Positif
Mohon perbaiki tambahkan fitur auto detect location jika perlu.,Positif
Sip,Positif
Ini kenapa bisa pesen tpi ga bisa chat drivernya ya? Kan jadi ribet!! ga ada yg sampe ojeknya akhirnya. Trus setiap ujan ada aja error ga kepesen double lah kadang bisa gaada yg ambil sama skali. Tolong lah tingkatin kinerjanya,Positif
Saya punya voucher goride 4rb. Tapi tidak bisa dipakai padahal aplikasi sudah up to date. PARAH!!!,Negatif
Good driver,Positif
Okk banget,Positif
Mau komplain makanan ga lengkap aja berhari2 yg kwb jg bot. Kecewa mungkin bagi kalian 30rb tidak berarti.. tp bagi sorang cust kehilangan 30rb untuk makan itu sangat berarti,Negatif
"Waiting time take almost an hour.
This is a setback",Negatif
semuaaaa bagus,Positif
"Skrg gofood kenapa ongkir nya mahal padahal jarak deket aja.
Skrg ada biaya tambahan dan service segala sementara ini cuma pengiriman bukan dari mall yg mana bungkusannya aja masih pake kantong plastik. 
Tolong lah gofood dan gocar disesuaikan lg harga nya. Kalo kaya gini sama aja boros kalo biaya terlalu mahal. Blm lg nnti tips ke abangnya .
Trus ada beberapa yg pake goblue Bird mereka suka mnta dikasih bintang saat kita masih di dlm mobil jd kita jg takut kalo misalkan mau kasih rating jelek karna sama aja ga ngebebanin kita buat rating nanti aja setelah sudah selesai sampai.
Agak kecewa skrg gocar or gofood dibatam ini.",Negatif
Keep up the good work,Positif
mantap puaaas,Positif
"Pertama kali naik Gocar dan saya puas dengan kecepatan dan ketepatan pelayanan serta keramahan drivernya
Makasi Gojek 🙏🏻",Positif
Mantao,Positif
sangat membantu,Positif
Gojek terbaikkk 👍🏻 oiya paylater saya diblokir karna saya jarang menggunakan gojek akhir” ini. Dulu sering bgt pake gojek. Ada bagusnya ini paylatter di blokir karna menghindari penipuan 👏🏻 goodjob gojek,Positif
Easy and Helpful,Positif
So far easy to use n helpfull,Positif
Transaksi lancar jaya semua aman terkendali,Positif
puas dengan semuanya,Positif
Pemilihan Driver Jauh dari titik lokasi,Positif
Sering2 adain promo dong hehe,Positif
"Kalau ada masalah tidak bisa diselesaikan , app NR",Negatif
Too pricy,Positif
"Uda lama make gojek,baru ini nemu driver yang ngancam karena di kasih bintang 1,Gimana ga di kasih bintang 1 drivernya kasar.malas make gojek lagi.",Negatif
ada apa apa gojek ae ygy,Positif
"Keren bgt, app nya sangat informatifff jd betah transaksi diiii gojek❤️",Positif
Gimna sih leet parah cs,Negatif
Jos,Positif
h mntap,Positif
ddd,Positif
gak jelass udah gw upgrade tetep gk bisa ngntd,Negatif
Sementara,Positif
Sangat membantu..,Positif
Orangnya ramah,Positif
laporan aja gak di gubris. gak jelas lo abdul,Negatif
"Jelek banget.
Setiap abis diupdate vocer apapun gak bisa dipake. Pdahal sudah memenuhi syarat. Setiap dipakai selalu dibatalin otomatis. 
Padahal saya pengguna setia gojek. 
Tapi setelah diupdate kli ini saya kecewa.",Negatif
Eazy to use and helpful for your daily routines.,Positif
Good,Positif
Mantap,Positif
"saya jadi senang pakai gojek, bisa kirim makanan yang saya jual dengan nyaman, dan selalu kasih diskon makasi gojek",Positif
Terimakasih gojek mempermudah perjalanan,Positif
Mantap sekali,Positif
"Ngebantu banget utk segala hal, terutama klo lg males beli makan. Thank u.",Positif
👍👍👍,Positif
Good👍🏽,Positif
"Orang lagi buru-buru, driver yang di-pick aplikasi selalu yang jaraknya jauh-jauh",Negatif
Semoga makin banyak discount dan bonusnya….,Positif
Sangat membantu saya,Positif
"Tidak bisa login pakai email, mau hapus akun lama gak bisa. Ketika nomer hilang atau mati dan gabisa dipake harus bikin akun baru. Padahal gopay dan ktp di akun lama",Negatif
Mantap Bang,Positif
Dw,Positif
"aduh plis ini gojek knpa gabisa dibuka si, heran bgt mana gopay masih ada isinya, kalo bisa dipisahin aja deh aplikasi sm gopay nya",Negatif
Dikala butuh bisa diandalkan,Positif
"My debit card balance was deducted, eventhough my order has been cancel by the resto. My review will still there until you give back my debit card balance.",Negatif
Oke,Positif
"Driver cepat dan ramah serta aplikasi mudah dipakai, hanya ke dan dari sebaiknya dari dan ke tempat tujuan. Selalu salah.",Positif
Good app,Positif
Sangat membatu sekali,Positif
Membantu dan memudahkan masyarakat Indonesia,Positif
Ok,Positif
Ini aplikasi kalau pesan gocar lama banget.,Negatif
Good think,Positif
Tes,Positif
extremely useful apps,Positif
"but ongkos nya mahal banget ya makanan dari 20 ribu bisa sampe 40 ribu padahal tempat nya cuman 0,8km dari sini brrrruuuhhh",Positif
Hemmm,Positif
Benar- benar membantu apalagi selama masa pandemi.,Positif
"Your platform works great but specifically on go food, you charge to much to consumers! Now you charger Platform fee and the 20% extra charge on foodprice you burden your go food partner, which makes all the cost to expensive for user.. please consider",Negatif
saya di tipu padahal ada 7000 coins awas lu,Negatif
"keberadaan gojek sangat membantu, pengoperasian dan top up mudah, good job",Positif
Sangat membantu,Positif
abang nya ramah ramah dan gercep,Positif
Maknyus,Positif
"ayo dong banyakin promo kaya grab, nanti aku akan kesini deh",Positif
Solusi dari segala solusi. Mantul,Positif
Dapet blue bird 3x,Positif
Saya baru tau ternyata di aplikasi supirnya jika menerima pesanan seringkali tidak ada nomor rumah si pemesan. Ini sangat menyusahakn si supir dan pemesan krn si supir jd tdk bisa cek mana alamat rumah yg benar. Tolong diperbaiki,Negatif
"Kok makin lama makin gk benar ini app. Tarif naik, saham anjlok. Pas order kok estimasi waktu gk muncul padahal driver jauh 🤪🤪🤪",Negatif
Banyak fitur nya dan sangat membantu,Positif
Can’t imagine my life without gojek,Positif
Tingkatkan,Positif
Promo dibatalin ygy,Negatif
Tolong kasih opsi utk pesan gojek luar kota dari kota kita,Positif
Top,Positif
Terima kasih,Positif
Mantap,Positif
"Sangat lambat dlm merespon, dan saat merespon pun tidak membantu sama sekali",Negatif
Coverage area yg paling luas,Positif
"Good driver, responsible and friendly",Positif
Super service,Positif
Higihi kbib,Positif
"gojek tolol gabisa pake gomart harganya ga muncul, jelek bgt",Negatif
Sip,Positif
"Seneng pakai aplikasi gojek, gopay, banyak discountnya, terimakasih",Positif
Josss,Positif
Terima kasih sudah mau mengantarkan saya ke tujuan. Salam sehat selalu 🙏,Positif
"Sudah pakai gojek sejak pertama kali available di bandung, alhamdulillah sangat mempermudah segala urusan, selain itu membuka lapangan kerja baru juga untuk para driver. Semoga perusahaan nya selalu berkah dan tambah sukses, terus meningkatkan kesejahteraan masyarakat 🤍",Positif
Tercepat,Positif
Nice app ever,Positif
"Akun diblokir , saya sudah repot tolong segera proses… fitur tidak bisa digunakan yang sesama gojek lah antar bank lah udah 3 hari loh ini. OVO atau Shopee aja ga gitu kenapa gojek seperti ini",Negatif
Yuk Gojek bisa cepet manfaatin dynamic island buat live track order dsbnya,Positif
Interaktif,Positif
Gojek bangkrut ya cikampek nyari driveri gk nyangkut2 sukurdeh kalau dah gulung tikar mah,Negatif
Pkokna gojeg sangat membantu,Positif
Banyakin lagi diskonya,Positif
Coba bayar koin webtoon ngga bisa terproses,Negatif
cuma buat ngurusin pulsa aja karena emang darurat harus nunggu 1x24 jam??? aneh. dari gojeknya kurabg responsibility karena masalah sepele pulsa harus nunggu 1x24 jam.,Negatif
"I was surprised when using Gojek app this afternoon 12 Dec 2022. The new default UI shown the balance as Gopay Coins, not regular Gopay balance as the previous UI. I thought my balance was totally used! Then I looked closely it was showing GOPAY COINS, and the regular Gopay Balance has been put far below, after gopaylater. What an evil deed, this new UI is intended to mislead Users. Users will think their balance has disappeared, and they will top up their balance again. SO EVIL",Negatif
"Harga cepet naik turun, udah coba pesan grab lebih dari 1 jam gaada yang mau anter.",Negatif
memalukan. delivery fee dinaikin dgn alasan “supaya lbh cpt dapet driver” nyatanya ttp ga dapet dan pesanan tercancel berkali kali. promo yg ngga jelas. cukup. terakhir order pakai gojek. goodbye,Negatif
Mantap,Positif
Ongkir + biyaya layanan kemahalan lebih mahal dari makanan yang di pesen padahal jaraknya cuma 1 km. Pake grab aja lebih murah dari gojek jauh,Negatif
Mantap 👍🏻,Positif
"Berita di Go News jangan asal Go Blek , jangan memihak , NETRAL please !!!",Positif
For the latest updates. Please fix. Iphone user.,Positif
Hsijsjs,Positif
aplikasi yang sangat membantu,Positif
"Prices in go food are double to triple of actual price of foods in same stores and apparently there is no price check before items being published otherwise everyone know for instance padang ayam max is 18.000 not 36.000!

Yet by this high prices customers must pay transportation AND service fee!!!",Negatif
user gojeg dariduluu 👍,Positif
The best transportation you ever ride,Positif
❤️❤️❤️❤️❤️,Positif
Tlong dong supaya buatkan supaya gojek driver ada di apps store kyk tetangga sebelah..cpek tukeran hp mulu ma anak kalo mau narik,Positif
Good,Positif
Mntap,Positif
Sip pokok nya,Positif
Jangan sering pakai dan daftar gopaylater.. PROMO GAK ADA SAMA SEKALI,Negatif
Disaat yg lain udah gak ada promo gojek masih sering ngasih promo 🥰,Positif
"Gopay Later gabisa dipake, tolong yang bener dong , mau bayar tagihan sampe mau kena denda karena USer Interfacenya gak muncul Cuakzzzzz",Negatif
Mau bayar we tv pakai gopay tp egk bisa bisa padahal saldo cukup aja udh update ke gopay plus juga tetap juga egk bisa.,Negatif
"Makin ga jelas ni gojek makanan harganya 15k masa jarak 0,8 km aja ongkirnya 11k di tambah biaya layanan 3 k pakai promo juga brkurangnya cuma 3k gimana ngga membebani konsumen",Negatif
its great,Positif
Efisien,Positif
Kita berjuang Utk masa depan yg belum jelas di samping itu tetap semangat berkarya ya 👍👍👍,Positif
"Hanya ada yg harus ditingkatkan utk masalah ketika hujan. Drivernya banyak yg gak mau ambil. Beda dgn yg sebelah, kapanpun selalu siap",Positif
user friendly,Positif
Baik sopan,Positif
gojekkk mantan,Positif
Salah satu aplikasi dengan servis dan fasilitas terbaik saat ini,Positif
Crash setelah mengklik chat,Negatif
bagus cuyy,Positif
Op,Positif
"Aplikasinya emg berguna, sahamnya arb mulu tpi",Positif
terima kasih,Positif
penemann perjalanannqqq,Positif
Haha,Positif
"Mau ngehubungin call centernya aja susah banget, ngabisin pulsa doang gataunya malah nomernya beralih. Udah coba telfon nomor barunya malah bot yang jawabin. Aplikasi sampah !",Negatif
Okeyy bgt,Positif
"Mau daftar katanya email sudah terdaftar
Tp mau masuk pakai nomor gak bisa harus daftar
Aplikasi gak mutu
Seharusnya bisa masuk juga pake email
Tp tetap harus pake nomor
Aneh",Negatif
"Gak bisa masuk sama sekali. Selalu dikasih peringatan kalo masuk di hp blabalablaaa, ya itu kan emang guaaa. Nyusahin orang aja. Zero buat Gojek",Negatif
Mantap sukses selalu GOJEK Indonesia,Positif
Aplikasi ini sekarang semakin burukkkkk semakin di perbarui semakin ga masuk akal,Negatif
Gojek is best services. Not expensive and very easy to do booking online. After trip completion we too receive the digital  invoice. We are very happy with Gojek services / app and the services are provided are very good.,Positif
Terimakasih memudahkan saya dalam bertransaksi,Positif
Memudahkan hidup,Positif
Bacanya sambil nyanyi wkwk,Positif
Good..,Positif
good,Positif
Memuaskan,Positif
Ga banget pake gojek lagi 👎🏻👎🏻,Negatif
"Check gopay later , sudah 10 hari saya tidak bisa top up atau membayar Dan terus saya kena denda 2000 / hari , saya tidak bisa menghubungi  kalian untuk complain",Negatif
Aplikasi paling top untuk transportasi dan Pengantaran,Positif
Good apps,Positif
"Mau bayar gopaylater susah banget gak masuk2. Sudah update, kuota ada, sinyal aman. Tapi tiap klik mau bayar selalu kepental terus. Jadinya kena denda melulu. 2k per hari kalo seminggu kan lumayan. Gimana sih?!",Negatif
Mantap,Positif
Aplikasi palugada,Positif
"5 star only for un flawless apps, 4 star only for flawless apps",Positif
Sangat memudahkan pengguna,Positif
"Ini kali ke dua saya pake gomart, tp yg kali kedua ini page nya sering ada masalah. Trs kalo abis search produk mau balik lagi ke page gomartnya malah balik ke homepage gojeknya. Tolong diperbaiki bug nya ya. Terima kasi",Positif
Right on time,Positif
Puas,Positif
Layanan GoFood sangat membantu saya mencari makan siang dikantor. Hanya saja biaya platform dan delivery kadang terlalu mahal dibanding nilai makanan yang dipesan.,Positif
jangan sampai app ini dibuat tindak kriminalitas,Positif
Terbaekkkk,Positif
promo removed terus padahal udh minimal order. dicobain di device lainnya juga gitu. aneh bgt,Negatif
Pioner app online ever,Positif
Ya,Positif
Ramah,Positif
Mantabb,Positif
Limit gopay saya untk Transaksi di tambah dong,Positif
Good 👍🏻,Positif
Ini mau bayar iCloud pake gopay udah di apk Gojek nya ga bisa mulu suruh upgrade mulu sedangkan ga ada upgrade bolak-balik berapa kalo cuma ada nya klik open doang!!!,Negatif
Semoga promonya diperpanjang trus ☺️,Positif
Keren,Positif
Kasih promo yg banyak lg min,Positif
Mudah melakukan transaksi,Positif
"Kata driver barang kembalikan ke toko, tapi orderan di selesaikan nya tanpa komunikasi dahulu (konfirmasi)",Negatif
"Gojek user since 2015, raised 1 ticket on 19 Nov 2022 still no solution, no respond, or refund payment as of today, might consider to uninstall this app soon!",Negatif
Saya memesan GoFood. Dari resto sudah mencari Driver. Namun Driver mengatakan tidak bisa mengambil karena alasan tidak ada fasilitas parkir di dalam gedung Mall tersebut. Mohon GoJek memfasilitasi kepentingan pelanggan dengan meningkatkan kualitas. Kalau seperti ini sangat merugikan.,Negatif
"ytg pimpinan GOTO,tolong ambil tindakan secepatnya dgn apa yg terjadi pd saham mu skrg ini,kasian semakin hr semakin bnyk yg di rugikan.thanks",Negatif
Juara,Positif
Mantap,Positif
Keren fiturnya banyak,Positif
drivernya sabar2,Positif
Terima kasih bang,Positif
Ramahhhh,Positif
"Bahagia rasanya kemana2 gak repot nunggu2, kalo lapar tinggal klak klik, baju atau celana gk muat tinggal klak klik, GoTo memang mantab, meskipun punya lembaran sahamnya yg tetep jeblok dr awal beli sampai sekarang..👍🏻",Positif
Oke,Positif
Very useful and helpful app. We use this regularly for our day to day life.,Positif
sll prioritas,Positif
Very nice app,Positif
"Sudah 5 th pake gojek terus sangat membantu banget,, trima kasih gojek selalu dihati🥰😍",Positif
Oke,Positif
Topp keren,Positif
"Pesan makanan mudah, cepat dan banyak promo diskon",Positif
sangat membantu,Positif
Oke,Positif
"selalu dapat goride yg jaraknya jauh dr tempat saya, alhasil harus menunggu lebih lama.",Negatif
"Buat apa dibuat gopay tapi malah bikin sulit, rata2 driver ga mau pick kalo bayarnya make gopay. Buang2 waktu make aplikasi ini kalo mau pergi kerja.",Negatif
Helpful application for travelers,Positif
"Saya mau bayar paylater tapi ga bisa, sedangkan denda tagihan terus berjalan, tolong dong perbaiki secepatnya",Positif
Ok👍🏼👍🏼👍🏼,Positif
mayan,Positif
Jos gandosss,Positif
Apps terbaik buat kemanapunbdan apapun,Positif
Very helpful!!!,Positif
Tingkatkan pelayanan dan jgn lupa kasih diskon 🌝,Positif
Still the best app,Positif
Terimakasih banyak gojeg banyak membantu kami,Positif
"Kenapa perasaan driver gojek itu picky orang-orangnya? Entah itu driver goride atau pun gocar. Sering banget dapet yang pilih-pilih. Jemput di stasiun banyak alesan, gak mau masuk ke dalam, maunya yang enak-enak aja. Beda banget sama driver aplikasi sebelah.

Kalau hujan mau naik gocar pun gak bisa jadi andalan, selalu loading terus cari driver sampe makan waktu lebih dari 15 menit, bahkan sampe setengah jam gak dapet-dapet. Beda banget sama app sebelah, meski hujan begitu pesan gak lama dapet, memang harganya lebih mahal, tapi dapet. Namanya orang butuh kan ya harga mahal pun kalau butuh ya tetep diambil. Kalau naik gocar sering banget harga lebih murah tapi ya percuma karena gak ada driver yang ngambil.",Negatif
"Respon terhadap keluhan lambat sekali. 2 kali komplain yang pertama: 
1. Drivernya ngebatalin orderan tapi dari aplikasinya tetap motong gopay saya. 
2. Drivernya terima bayaran 2x cash dan gopay. 
Lapor ke aplikasinya tapi responnya lama banget. Udah gitu laporan yang pertama katanya bakal di kembalikan dalam 2minggu tetapi sampe sekarang belom juga di kembalikan.",Negatif
tapi banyakin voucher and promo pliss :(( terutama gofood 😞😞,Positif
Yea,Positif
lagi berjaya dan semoga selamanya,Positif
"Gara gara kinerja keuangan GOTO buruk akibat biaya gaji pegawai yang berlebihan sehingga saham GOTO yang saya beli anjlok dan per hari ini 5 Desember 2022 hanya 123 dan tidak ada pembeli sama sekali, semua pemegang saham menjual sahamnya, saya yang sudah terlanjur beli dijarah tinggi tinggal gigit jari.",Negatif
Baik,Positif
Thankyou,Positif
Kok ga ada go clean ?,Positif
Driver sangat ramah dan sopan,Positif
"Saya mengalami problem dalam pembayaran tagihan findaya sejak tgl 1 des, layar aplikasi blank saat diklik bayar.
Pengingat dari gojek bertubi-tubi mulai dari pengingat aplikasi sampai pengingat telepon, tetapi semua itu tidak dapat menerima komplain saya tentang kendala yg saya hadapi.
Saya sdh menulis di layanan bantuan dan sampai hari ke 5 belum juga direspon.
Mohon agar pelayanan gojek ditingkatkan. Agar problem saya dapat terselesaikan.
Terima kasih",Negatif
"Easy 2 use, more promos, service area is every where, and cheaper...",Positif
Semuanya bagus dan bermanfaat😎😎,Positif
Walopun kamu mahal tapi cuman kamu yang meyakinkan,Positif
Jarang kasih promo,Positif
ntap,Positif
Okeee,Positif
"Thank’s and Best Regards Gojek…
Selalu ada dan membantu setiap dibutuhkan..",Positif
Go food nya sekarang semakin mahal.,Positif
"Pas lagi butuh dianter, ada aja.. pas lagi males keluar, ada aja",Positif
"pernah beberapa kali saya order makanan yang datang tidak lengkap, dan pagi pagi kalau mau pesan gojek buat pergi pergi susah banget. tidak saya rekomendasikan. ini aplikasi tidak bisa diandalkan untuk berpegian sehari hari ke sekolah karena saya selalu dibuat telat gara gara ini. minimal setiap pagi ada 3 driver yang bermasalah dan akhirnya di cancel. jika di cancel pun, gojek memberi driver baru yang lebih jauh dan lebih lama lagi. setiap pagi ingin pesan gojek aja sulit banget. entah drivernya gak gerak lah, atau saya sudah tunggu 20 menitan atau juga drivernya cancel lah, selalu ada masalah. tidak reccomended. banyak aplikasi lain yang harga jauh lebih murah dan juga lebih bagus aplikasinya.",Negatif
"Udah 3x bikin tiket pengaduan gua kl pesenan gua ga ada 1 lagi, tapi ga ada respon apa2 dari pihak gojek, cuma pesan otomatis aja cuhh, perasaan gue  complain di apk lain langsung di respon tuh bukannya pesan otomatis terus",Negatif
I use gojek and gocar all the time. It’s great.,Positif
Drivernyaaa the best sangat ramah cepat,Positif
Gojek knp ga bs d download lg ?,Negatif
Mantap sekali,Positif
"Untuk GOJEK mohon diperhatikan driver-drivernya entahcitu gocar atau gojek, agar tidak : a. melanggar lalu lintas
b. Semena-mena di jalan raya
c. menolak permintaan dengan cara kabur dari map disaat menerima orderan.
d. Kendaraan yg digunakan layak untuk di jalan raya (lampu motor/mobil harus normal (aktif))
Mohon diperhatikan point-point di atas agar tercipta lalu lintas dan lingkungan yg tertib dan ga semrawut.

Terima kasih",Positif
Berguna,Positif
Ok,Positif
Tau alamat,Positif
Mantap,Positif
"Selalu ada di setiap kebutuhan, semoga tetap selalu menemani ya",Positif
Oke,Positif
Manteeeb,Positif
Shining,Positif
Makasiiiiih yaa udah banyak sekali membantu selama ini,Positif
Go jek Top,Positif
"Udah beli gofood plus, tau” semua promo ilang, tinggal yg pake paylater. Dan biaya layanan makin mahal wkwk. Ancur ancur",Negatif
Mempermudah,Positif
Mantap,Positif
"SELALU ADA PROMO, kalo pesen ojek langsung dapet, mau jajan tinggal gofood, mager bersihin rumah tinggal goclean. mau ngapain aja dah selalu pake gojek dan gopay hehehe",Positif
Minta promo voucher gofood dong hehehe,Positif
"Gojek please fix your app!
Ketika cek lokasi driver di map, suka ZOOM OUT sendiri. Sangat menyusahkan",Negatif
Bad perform,Negatif
Hdjxjcjckcjxhdhsjskd,Positif
Makasih,Positif
Sangat puas lah pokona mah,Positif
"Tidak bisa bayar Gpaylater karena halaman freeze putih saja. Mohon dibantu. apakah ada cara bayar lain? atau bisa pakai nomor Virtual account, klo ada - berapa? terimakasih",Negatif
"Kali ini senang naik gocar. Mobil nya bersih dan wangi. Lagu nya juga enak 😄
Driver sopan dan ramah",Positif
Good,Positif
Hehh rezeki ditolak,Negatif
Mantap,Positif
Good service,Positif
oke,Positif
"Mau bayar paylater ga bisa mulu, tolong dong dibenahi, saya ga mau ya kena denda karena sistemnya yg eror!",Negatif
"Order pagi pagi banyak yang ambil order tapi driver nya belum siap jalan, nungguin lama jadi bikin orang telat, sama sama mau kerja kalau gak siap gak usah di ambil orderan nya",Negatif
"Mau byar tagihan gopay letter tp kok gbsa dibuka ngeselin banget, pdhl niat gua baik mau byr yauda klo gmau dibyar wiss",Negatif
Sangat membantu sekali dimasa pandemi tp map sering tidak tepat,Positif
Membantu,Positif
Mantap,Positif
Very vwry vvry ggod,Positif
"Responsive, ramah , paket cepat sampai , terimakasih🙏",Positif
"Parah bnget gofood skrng,udah pake ongkir pake biaya pemesanan,mana kadang jauh dekat sama aja lagi ongkirnya,mahalan ongkir sma biaya pemesanan kdang ketimbang harga makanannya",Negatif
"Aplikasi cacat, gopay gw masih 360rb tapi pilihan transaksi pake gopanya gak bisa. POOR!!!!",Negatif
"Sebel, mau di Bayar....
Tagihannya enggak Bisa....
Jdii sayooo yg rugiii",Negatif
terusin promo,Positif
Pelayanan yg bagus,Positif
"driver minta cancel, tapi daldo saya kepotong di gopay",Negatif
Slalu membantu dmna pun kapan pun,Positif
Pengiriman cepat respon sangat bagus,Positif
Senang pakek gojek,Positif
Mntp,Positif
"Nggak sampai 20 menit pesanan sdh sampai, drivernya hebat",Positif
Sangat baik,Positif
Oke,Positif
Good,Positif
good job gojekk. very helpfuly ❤️😇,Positif
"Kenapa sering banget tiba tiba logout, mana pas mau login lg loading terus",Positif
Helpful and easy to use,Positif
The  best best best best,Positif
:p,Positif
Aplikasi yang paling mantap dari pada app di sebelah,Positif
"Saya order makanan dan respon dari restoran nya lama ternyata restoran nya tutup, saya pun sering lama menunggu dapat driver",Negatif
Bagus,Positif
Aplikasi paling useful dan apalagi sangat praktis,Positif
Pengemudi sopan dan ramah,Positif
Gojek sangat membantu sy utk antar-jemput anak brkt pulang sekolah,Positif
Banyakin promo gofood plus ongkir,Positif
Mantapppp,Positif
good,Positif
Ok,Positif
"udah ikutan sampe 3 batch , diumumin jadi pemenang semua batch nya, tapi 1 Merch pun, belum sampe2 itu hadiahnya, padahal batas klaim udah lewat masanya, au ah… PHP nih, tau gini mah gw nyesel jadinya ikutan mision2 segala… 😭",Negatif
Sangat membantu utk saya,Positif
Pesen gofood udah nunggu sejam pengen makan lebih malah tiba-tiba di cancel driver nya ga ada usaha buat nyari alamat malah diem di tempat. Mending pindah ke grab,Negatif
selalu ada di setiap si butuhkan😇😇,Positif
Bnyak promo mantap,Positif
Nice app,Positif
"Parah banget gofood, seenggakny bisa pilih diskon delivery jg lah. Masa harus pilih salah satu diskon food ato delivery. Udh ngasih diskon pelit, gabisa di gabung pula.",Negatif
Terkendala untuk repay dana,Negatif
"Sangat usefull banget, servicenya menarik.",Positif
setiap pesen gofood biaya layanan potongan aplikasinya terlalu tinggi.,Negatif
Tai lah,Negatif
Wihhh made,Positif
keren terjamin,Positif
Bagus,Positif
mau apa aja bisa pake aplikasi ini.,Positif
"Dulu salah 1 kelebihan gojek adalah csnya yang cepat. Ini saya ada komplain gofood makanannya kurang, 1 minggu lebih tiketnya aktif dan tdk dijawab. Lebih parah lagi, mention ke twitter dan DM juga tidak dianggap.",Negatif
"Raising ticket for receiving incomplete items from 13 Nov until 2 dec not even a single reply. Hubungin CS setengah mati.. mungkin karena pecat orang kebanyakan kali, service poor with high charges.. nilai saham jg anjlok",Negatif
Most useful app for life in Indonesia for sure,Positif
MANA BBBB asoy,Positif
"Tiap bulan selalu pakai voucher cashback 100k yang tadinya maksimal 50k, kurang lagi jadi 20k, 10k, dan hari ini jadi 7k. Belum lagi sekarang promo harus di apply tidak bisa double dengan yang lain. Sangat sangat sangat mengecewakan.",Negatif
kemarin saya telat ngampus gara gara tidak dapat driver 40 menitannnnnn,Positif
Sangat membantu apalagi kita yang malas keluar,Positif
Udah gitu aja,Positif
Mantap maseh,Positif
Draivwenya bak dan ramah,Positif
"Saya punya tagihan di gopay later, pas mau bayar tagihan pencet menu paylater malah putih semua layarnya ini gimana solusinya?? udah dari tadi!  Ntr saya  disangka ga  mau bayar, dan malah kena denda.  padahal aplikasinya yang error. Tolong di respon ya",Negatif
Parah gopaylater ga bisa diakses 👎admin ga bantu Samsek or kasih solusi,Negatif
Nice,Positif
liar biasa,Positif
ku kasih bintang lima karna BA nya idol ku,Positif
it helps me through lazy time to going out.,Positif
Teng,Positif
Apl yg bermanfaat,Positif
Banyakin promonya,Positif
Good,Positif
"Lama banget nunggu dapet driver! Cuaca bagus gini masa ngga ada driver satupun??? Kalo emang ngga ada driver langsung automatis cancel dong dari pihak Gojeknya! Jangan 1 jam kemudian baru bilang ""sOrRy oUR dRiVeRs aRe bUsY!!"" Giliran penumpang yg cancel, next kita pesen jadi makin lama dapet driver! Aplikasi busuk! Nyesel udah isi Gopay kebanyakan! Gimana ngabisinnya ini kalo dapet driver aja susah!",Negatif
tagihan paylater saya tdk muncul. Begitu udah denda banyak baru muncul. 👎🏻👎🏻👎🏻👎🏻👎🏻,Negatif
Ok banget,Positif
Eree,Positif
Dropped the point in my house and got changed onto the next block. Happened many times. Why even bother to drop the point if it’s somehow has to moved to other location?,Negatif
Makasih promonya yang super cuaaan,Positif
Bahagia,Positif
Selalu,Positif
Tonton Bayou Kansil di Youtube kalau hidup mu mau jadi lebih baik!,Positif
Hadiah btsnya hoax ya kak,Negatif
Asikiiiiik kemana mana anti ribet,Positif
Sip gojek sudah oke tapi adain banyak diskon dong untuk gosend dan goride,Positif
User yg diperjuangkan selama ini bisa kabur karena maintain-nya tamak. Udah mulai lebay ongkir gofood nya.,Negatif
"Gojek cakep! Target anak sultan 😃 cuma kurang promo utk gojek motornya..
Mohon dibuat promonya yang menarik lagi kan dah langganan 😢",Positif
"Klo hari dingin pesan makanan gk ada driver yg ngambil, sugguh sangat mengecewakan",Negatif
mengecewakan,Negatif
